,cid,pid,interaction
1580,1935,Q9JKC1,1
1581,1935,P50135,1
1582,1935,Q9WTR4,1
1583,1935,P08659,0
1584,1935,P0AF67,0
1585,1935,Q9F4F7,0
1586,1935,P11021,0
1587,1935,P21700,0
1588,1935,Q99VQ4,0
1589,1935,P22303,1
1590,5546,Q01782,1
1591,5546,P08659,1
1592,5546,Q02499,0
1593,5546,P0AF67,0
1594,5546,P11411,0
1595,5546,P98170,0
1596,5546,Q9F4F7,0
1597,5546,O95372,0
1598,5546,P55210,0
1599,5546,Q9NPC2,0
1600,5546,P9WFX0,0
1601,5546,Q05DJ8,0
1602,5546,P11021,0
1603,5546,P9WQ59,0
1604,5546,P65502,0
1605,5546,O86157,0
1606,5546,P21700,0
1607,5546,Q99VQ4,0
1608,6041,P08659,0
1609,6041,P0AF67,0
1610,6041,P11021,0
1611,31072,P08659,0
1612,31072,P0AF67,0
1613,31072,Q9F4F7,0
1614,31072,P9WFX0,0
1615,31072,P11021,0
1616,2724385,P0AF67,0
1617,2724385,P11411,0
1618,2724385,P98170,0
1619,2724385,Q9F4F7,0
1620,2724385,O95372,0
1621,2724385,P55210,0
1622,2724385,Q9NPC2,0
1623,2724385,P9WFX0,0
1624,2724385,Q05DJ8,0
1625,2724385,P08659,0
1626,2724385,P9WQ59,0
1627,2724385,P11021,0
1628,2724385,P65502,0
1629,2724385,O86157,0
1630,5355,Q5TU56,1
1631,5355,Q6FTL6,1
1632,5355,Q5U9J1,1
1633,5355,Q31FD6,1
1634,5355,Q9F4F7,0
1635,5355,O95372,0
1636,5355,P55210,0
1637,5355,Q9NPC2,0
1638,5355,P9WFX0,0
1639,5355,Q05DJ8,0
1640,5355,P11021,0
1641,5355,P9WQ59,0
1642,5355,P65502,0
1643,5355,O86157,0
1644,5355,P21700,0
1645,5355,P08659,0
1646,3290,Q9N1N9,1
1647,3290,P11021,0
1648,4497,Q02499,0
1649,4497,P08659,0
1650,4497,P11411,0
1651,4497,P98170,0
1652,4497,Q9F4F7,0
1653,4497,O95372,0
1654,4497,P55210,0
1655,4497,Q9NPC2,0
1656,4497,P9WFX0,0
1657,4497,Q05DJ8,0
1658,4497,P11021,0
1659,4497,P9WQ59,0
1660,4497,P65502,0
1661,4497,O86157,0
1662,4497,P21700,0
1663,4497,Q99VQ4,0
1664,4497,P86926,0
1665,21700,O95372,0
1666,21700,P55210,0
1667,21700,P9WFX0,0
1668,21700,Q05DJ8,0
1669,21700,P08659,0
1670,21700,P9WQ59,0
1671,21700,P11021,0
1672,21700,P65502,0
1673,21700,O86157,0
1674,21700,P21700,0
1675,2576,Q02499,0
1676,2576,P08659,0
1677,2576,P0AF67,0
1678,2576,P11411,0
1679,2576,P98170,0
1680,2576,Q9F4F7,0
1681,2576,O95372,0
1682,2576,P55210,0
1683,2576,Q9NPC2,0
1684,2576,P9WFX0,0
1685,2576,Q05DJ8,0
1686,2576,P11021,0
1687,2576,P9WQ59,0
1688,2576,P65502,0
1689,2576,O86157,0
1690,2576,P21700,0
1691,2576,Q99VQ4,0
1692,5994,Q690N0,1
1693,5994,Q02499,0
1694,5994,P08659,0
1695,5994,P0AF67,0
1696,5994,P11411,0
1697,5994,P98170,0
1698,5994,Q9F4F7,0
1699,5994,O95372,0
1700,5994,Q92570,1
1701,5994,P55210,0
1702,5994,Q9NPC2,0
1703,5994,P9WFX0,0
1704,5994,Q05DJ8,0
1705,5994,P11021,0
1706,5994,P9WQ59,0
1707,5994,P65502,0
1708,5994,O86157,0
1709,5994,P21700,0
1710,5994,Q99VQ4,0
1711,216239,Q8T9Z7,1
1712,216239,Q9F4F7,0
1713,216239,P11021,0
1714,216239,P08659,0
1715,68740,Q0GKD7,1
1716,68740,P22939,1
1717,68740,Q9F4F7,0
1718,68740,P11021,0
1719,68740,P08659,0
1720,68740,P21700,0
1721,68740,Q99VQ4,0
1722,441140,P0AF67,0
1723,441140,Q9F4F7,0
1724,441140,O95372,0
1725,441140,P55210,0
1726,441140,Q9NPC2,0
1727,441140,P9WFX0,0
1728,441140,Q05DJ8,0
1729,441140,P08659,0
1730,441140,P9WQ59,0
1731,441140,P11021,0
1732,441140,P65502,0
1733,441140,O86157,0
1734,441140,P21700,0
1735,441140,Q99VQ4,0
1736,4499,Q9F4F7,1
1737,4499,O95372,0
1738,4499,P55210,0
1739,4499,Q9NPC2,0
1740,4499,Q05DJ8,0
1741,4499,P9WQ59,0
1742,4499,P11021,0
1743,4499,P65502,0
1744,4499,O86157,0
1745,4499,P21700,0
1746,4499,Q99VQ4,0
1747,4499,P08659,0
1748,969472,Q9F4F7,0
1749,969472,O95372,0
1750,969472,P55210,0
1751,969472,Q9NPC2,0
1752,969472,Q05DJ8,0
1753,969472,P08659,0
1754,969472,P9WQ59,0
1755,969472,P11021,0
1756,969472,P65502,0
1757,969472,O86157,0
1758,969472,P21700,0
1759,2118,Q91ZM7,1
1760,2118,P11411,0
1761,2118,P98170,0
1762,2118,Q9F4F7,0
1763,2118,P08659,0
1764,2118,P11021,0
1765,2118,P21700,0
1766,2118,Q99VQ4,0
1767,16960,Q9F4F7,0
1768,16960,P11021,0
1769,16960,P08659,0
1770,3468,P11021,0
1771,3964,P11021,0
1772,54477,P52702,1
1773,54477,P52703,1
1774,54477,P08659,0
1775,54477,P0AF67,0
1776,54477,Q9F4F7,0
1777,54477,P11021,0
1778,54477,P21700,0
1779,54477,Q99VQ4,0
1780,446596,Q9F4F7,0
1781,446596,O95372,0
1782,446596,P55210,0
1783,446596,Q9NPC2,0
1784,446596,Q05DJ8,0
1785,446596,P9WQ59,0
1786,446596,P11021,0
1787,446596,P65502,0
1788,446596,O86157,0
1789,446596,P08659,0
1790,446596,P21700,0
1791,5831,Q8VH26,1
1792,5831,P02710,1
1793,5831,Q9F4F7,0
1794,5831,O95372,0
1795,5831,P55210,0
1796,5831,P9WFX0,0
1797,5831,Q05DJ8,0
1798,5831,P08659,0
1799,5831,P9WQ59,0
1800,5831,P11021,0
1801,5831,P65502,0
1802,5831,O86157,0
1803,5831,P21700,0
1804,5831,Q99VQ4,0
1805,77999,Q6UWP2,1
1806,77999,Q9F4F7,0
1807,77999,P9WFX0,0
1808,77999,P11021,0
1809,77999,Q99VQ4,0
1810,77999,P08659,0
1811,119570,Q9F4F7,0
1812,119570,O95372,0
1813,119570,P55210,0
1814,119570,Q9NPC2,0
1815,119570,P11021,0
1816,119570,P08659,0
1817,119570,P21700,0
1818,119570,Q99VQ4,0
1819,1989,Q9F4F7,0
1820,1989,P08659,0
1821,1989,P0AF67,0
1822,1989,O95372,0
1823,1989,P55210,0
1824,1989,P9WFX0,0
1825,1989,Q05DJ8,0
1826,1989,P11021,0
1827,1989,P9WQ59,0
1828,1989,P65502,0
1829,1989,O86157,0
1830,1989,P21700,0
1831,1989,Q99VQ4,0
1832,6249,P35695,1
1833,6249,Q02499,0
1834,6249,P08659,0
1835,6249,Q9F4F7,0
1836,6249,O95372,0
1837,6249,P14677,1
1838,6249,P55210,0
1839,6249,Q9NPC2,0
1840,6249,Q05DJ8,0
1841,6249,Q50H31,1
1842,6249,Q840P9,1
1843,6249,Q3S5C3,1
1844,6249,Q48435,1
1845,6249,Q0VTS0,1
1846,6249,Q0VTR6,1
1847,6249,Q0VTR8,1
1848,6249,Q47066,1
1849,6249,P9WQ59,0
1850,6249,P11021,0
1851,6249,P65502,0
1852,6249,O86157,0
1853,6249,P21700,0
1854,6249,Q99VQ4,1
1855,24244,P08659,0
1856,6869,P35695,1
1857,6869,Q9F4F7,0
1858,6869,P11021,0
1859,6869,P08659,0
1860,5193,P11021,0
1861,5193,P08659,0
1862,51634,Q9LGC6,1
1863,51634,O70282,1
1864,51634,P21700,0
1865,51634,Q99VQ4,0
1866,51634,P08659,0
1867,4926,P08659,0
1868,4926,P0AF67,0
1869,4926,Q9F4F7,0
1870,4926,P11021,0
1871,5833,Q690N0,1
1872,5833,O95372,0
1873,5833,P55210,0
1874,5833,Q9NPC2,0
1875,5833,P9WFX0,0
1876,5833,Q05DJ8,0
1877,5833,P9WQ59,0
1878,5833,P11021,0
1879,5833,P65502,0
1880,5833,O86157,0
1881,5833,P21700,0
1882,5833,Q99VQ4,0
1883,5833,P08659,0
1884,4107,Q02499,0
1885,4107,P08659,0
1886,4107,P11411,0
1887,4107,P98170,0
1888,4107,Q9F4F7,0
1889,4107,O95372,0
1890,4107,P55210,0
1891,4107,Q9NPC2,0
1892,4107,P9WFX0,0
1893,4107,Q05DJ8,0
1894,4107,P9WQ59,0
1895,4107,P11021,0
1896,4107,P65502,0
1897,4107,O86157,0
1898,4107,P21700,0
1899,4107,Q99VQ4,0
1900,154417,Q9F4F7,0
1901,154417,O95372,0
1902,154417,P55210,0
1903,154417,Q9NPC2,0
1904,154417,Q05DJ8,0
1905,154417,P08659,0
1906,154417,P9WQ59,0
1907,154417,P11021,0
1908,154417,P65502,0
1909,154417,O86157,0
1910,5732,Q91ZM7,1
1911,5732,Q9F4F7,0
1912,5732,P9WFX0,0
1913,5732,P11021,0
1914,5732,P08659,0
1915,3324,P11411,0
1916,3324,P98170,0
1917,3324,Q9F4F7,0
1918,3324,O95372,0
1919,3324,P55210,0
1920,3324,Q9NPC2,0
1921,3324,P9WFX0,0
1922,3324,P08659,0
1923,3324,P11021,0
1924,3324,P21700,0
1925,3324,Q99VQ4,0
1926,5282443,Q9F4F7,0
1927,5282443,P11021,0
1928,5282443,P08659,0
1929,5282443,P21700,0
1930,5282443,Q99VQ4,0
1931,29327,P9WFX0,0
1932,29327,Q99VQ4,0
1933,29327,P08659,0
1934,636405,Q9F4F7,0
1935,636405,P11021,0
1936,636405,P08659,0
1937,727,Q9F4F7,0
1938,727,O95372,0
1939,727,P55210,0
1940,727,P9WFX0,0
1941,727,Q05DJ8,0
1942,727,P08659,0
1943,727,P9WQ59,0
1944,727,P11021,0
1945,727,P65502,0
1946,727,O86157,0
1947,727,Q99VQ4,0
1948,6256,P11411,0
1949,6256,P98170,0
1950,6256,Q9F4F7,0
1951,6256,O95372,0
1952,6256,P55210,0
1953,6256,Q9NPC2,0
1954,6256,Q05DJ8,0
1955,6256,P08659,0
1956,6256,P9WQ59,0
1957,6256,P11021,0
1958,6256,P65502,0
1959,6256,O86157,0
1960,4917,Q02499,0
1961,4917,P08659,0
1962,4917,P0AF67,0
1963,4917,P11411,0
1964,4917,P98170,0
1965,4917,Q9F4F7,0
1966,4917,O95372,0
1967,4917,P55210,0
1968,4917,Q9NPC2,0
1969,4917,P11021,0
1970,4917,O86157,0
1971,2913,Q9F4F7,1
1972,2913,P08659,0
1973,2913,P0AF67,0
1974,2913,P11021,0
1975,2913,P21700,0
1976,2913,Q99VQ4,0
1977,2315,Q02499,0
1978,2315,P08659,0
1979,2315,P11411,0
1980,2315,P98170,0
1981,2315,Q9F4F7,0
1982,2315,O95372,0
1983,2315,P55210,0
1984,2315,Q9NPC2,0
1985,2315,P9WFX0,0
1986,2315,Q05DJ8,0
1987,2315,P9WQ59,0
1988,2315,P11021,0
1989,2315,P65502,0
1990,2315,O86157,0
1991,2315,P21700,0
1992,2315,Q99VQ4,0
1993,5481173,P05364,1
1994,5481173,P94958,1
1995,5481173,O69773,1
1996,5481173,Q670S6,1
1997,5481173,Q53TY8,1
1998,5481173,Q8RL90,1
1999,5481173,Q0VTR6,1
2000,5481173,Q08I33,1
2001,5481173,P21700,0
2002,5481173,Q99VQ4,0
2003,446156,P21700,0
2004,446156,Q99VQ4,0
2005,5578,P0A017,1
2006,5578,P22906,1
2007,5578,Q07422,1
2008,5578,Q8Z9J9,1
2009,5578,P13922,1
2010,5578,P16184,1
2011,5578,P00381,1
2012,5578,Q27713,1
2013,5578,O30463,1
2014,5578,P04174,1
2015,5578,P0ABQ4,1
2016,5578,Q27552,1
2017,5578,Q02499,0
2018,5578,P08659,0
2019,5578,P0AF67,0
2020,5578,P11411,0
2021,5578,P98170,0
2022,5578,Q9F4F7,0
2023,5578,O95372,0
2024,5578,P55210,0
2025,5578,Q9NPC2,0
2026,5578,P9WFX0,0
2027,5578,P0A7T7,1
2028,5578,P08192,0
2029,5578,Q05DJ8,0
2030,5578,P11021,0
2031,5578,Q81R22,1
2032,5578,P9WQ59,0
2033,5578,P65502,0
2034,5578,O86157,0
2035,5578,P21700,0
2036,5578,Q99VQ4,1
2037,60750,P21700,0
2038,60750,Q99VQ4,1
2039,9782,Q9F4F7,0
2040,9782,O95372,0
2041,9782,P55210,0
2042,9782,Q9NPC2,0
2043,9782,P9WFX0,0
2044,9782,Q05DJ8,0
2045,9782,P9WQ59,0
2046,9782,P11021,0
2047,9782,P65502,0
2048,9782,O86157,0
2049,9782,P08659,0
2050,5959,P0AF67,0
2051,5959,Q9F4F7,0
2052,5959,O95372,0
2053,5959,P55210,0
2054,5959,Q9NPC2,0
2055,5959,Q05DJ8,0
2056,5959,P9WQ59,0
2057,5959,Q02936,0
2058,5959,P11021,0
2059,5959,P65502,0
2060,5959,O86157,0
2061,5959,P08659,0
2062,5959,P21700,0
2063,5959,Q99VQ4,1
2064,5284585,P14677,1
2065,3883,Q9F4F7,1
2066,3883,P08659,1
2067,3883,Q02499,0
2068,3883,P0AF67,0
2069,3883,P11411,0
2070,3883,P98170,0
2071,3883,O95372,0
2072,3883,P55210,0
2073,3883,Q9NPC2,0
2074,3883,P9WFX0,0
2075,3883,Q05DJ8,0
2076,3883,P11021,0
2077,3883,P9WQ59,0
2078,3883,P65502,0
2079,3883,O86157,0
2080,3883,P21700,0
2081,3883,Q99VQ4,0
2082,3168,Q02499,0
2083,3168,P08659,0
2084,3168,P0AF67,0
2085,3168,P11411,0
2086,3168,P98170,0
2087,3168,Q9F4F7,0
2088,3168,O95372,0
2089,3168,P55210,0
2090,3168,Q9NPC2,0
2091,3168,P9WFX0,0
2092,3168,Q05DJ8,0
2093,3168,P9WQ59,0
2094,3168,P11021,0
2095,3168,P65502,0
2096,3168,O86157,0
2097,3168,P21700,0
2098,3168,Q99VQ4,0
2099,5819,Q9F4F7,0
2100,5819,O95372,0
2101,5819,P55210,0
2102,5819,Q9NPC2,0
2103,5819,P9WFX0,0
2104,5819,P11021,0
2105,5819,P08659,0
2106,5819,P21700,0
2107,5819,Q99VQ4,0
2108,8378,P15917,1
2109,8378,Q9HWR2,1
2110,8378,P21700,0
2111,8378,Q99VQ4,0
2112,3957,Q02499,0
2113,3957,P08659,0
2114,3957,P0AF67,0
2115,3957,P11411,0
2116,3957,P98170,0
2117,3957,Q9F4F7,0
2118,3957,O95372,0
2119,3957,P55210,0
2120,3957,Q9NPC2,0
2121,3957,Q05DJ8,0
2122,3957,P11021,0
2123,3957,P9WQ59,0
2124,3957,P65502,0
2125,3957,O86157,0
2126,3957,P21700,0
2127,3957,Q99VQ4,0
2128,6024,P05364,1
2129,6024,O95372,0
2130,6024,P14677,1
2131,6024,P55210,0
2132,6024,Q670S6,1
2133,6024,Q05DJ8,0
2134,6024,Q50H31,0
2135,6024,P0AD64,1
2136,6024,Q4TVR4,1
2137,6024,P0AD63,1
2138,6024,Q840P9,1
2139,6024,Q3S5C3,1
2140,6024,Q48435,1
2141,6024,Q0VTR6,1
2142,6024,Q3Y6Q3,1
2143,6024,Q5U7L7,1
2144,6024,P9WQ59,0
2145,6024,Q02936,0
2146,6024,P11021,0
2147,6024,P65502,0
2148,6024,O86157,0
2149,6024,P08659,0
2150,4893,P08659,0
2151,4893,P0AF67,0
2152,4893,Q9F4F7,0
2153,4893,P9WFX0,0
2154,4893,P11021,0
2155,4893,P21700,0
2156,4893,Q99VQ4,0
2157,3696,Q9WTR4,1
2158,3696,P08659,0
2159,3696,P0AF67,0
2160,3696,Q9F4F7,0
2161,3696,P11021,0
2162,3696,P21700,0
2163,3696,Q99VQ4,0
2164,5284513,Q9F4F7,0
2165,5284513,O95372,0
2166,5284513,P55210,0
2167,5284513,Q9NPC2,0
2168,5284513,Q05DJ8,0
2169,5284513,P9WQ59,0
2170,5284513,P11021,0
2171,5284513,P65502,0
2172,5284513,O86157,0
2173,5284513,P21700,0
2174,4409,P08659,1
2175,4409,P0AF67,0
2176,4409,P11411,0
2177,4409,P98170,0
2178,4409,Q9F4F7,0
2179,4409,O95372,0
2180,4409,P55210,0
2181,4409,Q9NPC2,0
2182,4409,P9WFX0,0
2183,4409,Q05DJ8,0
2184,4409,P9WQ59,0
2185,4409,P11021,0
2186,4409,P65502,0
2187,4409,O86157,0
2188,4409,P21700,0
2189,4409,Q99VQ4,0
2190,23665772,P21700,0
2191,23665772,P08659,0
2192,3826,P08659,1
2193,3826,P11021,0
2194,3229,Q47245,1
2195,3229,Q02499,0
2196,3229,P08659,0
2197,3229,P0AF67,0
2198,3229,Q9F4F7,0
2199,3229,P9WFX0,0
2200,3229,Q05DJ8,0
2201,3229,P9WQ59,0
2202,3229,P11021,0
2203,3229,P65502,0
2204,3229,O86157,0
2205,3229,P21700,0
2206,3229,Q99VQ4,0
2207,3034034,P21700,0
2208,3034034,Q99VQ4,0
2209,54677971,Q9F4F7,1
2210,54677971,P08659,0
2211,54677971,P0AF67,0
2212,54677971,P11411,0
2213,54677971,P98170,0
2214,54677971,O95372,0
2215,54677971,P55210,0
2216,54677971,Q9NPC2,0
2217,54677971,P9WFX0,0
2218,54677971,Q05DJ8,0
2219,54677971,P9WQ59,0
2220,54677971,P11021,0
2221,54677971,P65502,0
2222,54677971,O86157,0
2223,54677971,P21700,0
2224,54677971,Q99VQ4,0
2225,5281040,P21700,0
2226,5281040,Q99VQ4,0
2227,3386,Q9WTR4,1
2228,3386,Q63380,1
2229,3386,Q9F4F7,0
2230,3386,P11021,0
2231,3386,P08659,0
2232,3386,P21700,0
2233,3386,Q99VQ4,0
2234,2712,Q91ZM7,1
2235,2712,O95372,0
2236,2712,P55210,0
2237,2712,Q9NPC2,0
2238,2712,Q05DJ8,0
2239,2712,P9WQ59,0
2240,2712,P11021,0
2241,2712,P65502,0
2242,2712,O86157,0
2243,2712,P21700,0
2244,2712,Q99VQ4,0
2245,60835,Q63380,1
2246,60835,P11411,0
2247,60835,P98170,0
2248,60835,Q9F4F7,0
2249,60835,O95372,0
2250,60835,P55210,0
2251,60835,Q9NPC2,0
2252,60835,P08659,0
2253,60835,P11021,0
2254,60835,P21700,0
2255,60835,Q99VQ4,0
2256,2726,Q8CFM9,1
2257,2726,P02710,1
2258,2726,P28593,1
2259,2726,Q9F4F7,1
2260,2726,P08659,0
2261,2726,P0AF67,0
2262,2726,P9WFX0,0
2263,2726,P11021,0
2264,2726,P21700,0
2265,2726,Q99VQ4,0
2266,5071,P05778,1
2267,5071,Q9F4F7,0
2268,5071,P9WFX0,0
2269,5071,P11021,0
2270,5071,P08659,0
2271,5071,P21700,0
2272,5071,Q99VQ4,0
2273,37768,Q9F4F7,0
2274,37768,P11021,0
2275,37768,P08659,0
2276,216326,Q9F4F7,0
2277,216326,P11021,0
2278,216326,P08659,0
2279,216326,P86926,0
2280,5035,P25779,1
2281,5035,P08659,0
2282,5035,P0AF67,0
2283,5035,Q9F4F7,0
2284,5035,P11021,0
2285,5035,P21700,0
2286,5035,Q99VQ4,0
2287,2662,Q6FTL6,1
2288,2662,P40881,1
2289,2662,Q5TU56,1
2290,2662,Q5U9J1,1
2291,2662,Q8SPQ9,1
2292,2662,Q31FD6,1
2293,2662,Q690N0,1
2294,2662,P96878,1
2295,2662,Q50565,1
2296,2662,P0AF67,0
2297,2662,Q9F4F7,0
2298,2662,O95372,0
2299,2662,P55210,0
2300,2662,Q9NPC2,0
2301,2662,P9WFX0,0
2302,2662,Q05DJ8,0
2303,2662,P08659,0
2304,2662,P9WQ59,0
2305,2662,P11021,0
2306,2662,P65502,0
2307,2662,O86157,0
2308,2662,P21700,0
2309,2662,P0A0J7,0
2310,2662,Q99VQ4,0
2311,6172,P9WFX0,0
2312,6172,P21700,0
2313,6172,Q99VQ4,0
2314,6172,P08659,0
2315,2435,Q02499,0
2316,2435,P08659,0
2317,2435,P0AF67,0
2318,2435,P11411,0
2319,2435,P98170,0
2320,2435,Q9F4F7,0
2321,2435,Q9NPC2,0
2322,2435,P11021,0
2323,2435,P21700,0
2324,18381,P35695,1
2325,51081,P9WFX0,0
2326,51081,P21700,0
2327,51081,Q99VQ4,1
2328,2123,Q02499,0
2329,2123,P08659,0
2330,2123,P0AF67,0
2331,2123,P11411,0
2332,2123,P98170,0
2333,2123,Q9F4F7,0
2334,2123,O95372,0
2335,2123,P55210,0
2336,2123,Q9NPC2,0
2337,2123,P9WFX0,0
2338,2123,Q05DJ8,0
2339,2123,P11021,0
2340,2123,P9WQ59,0
2341,2123,P65502,0
2342,2123,O86157,0
2343,2123,P21700,0
2344,2123,Q99VQ4,0
2345,5253,Q9F4F7,0
2346,5253,P11021,0
2347,5253,P08659,0
2348,5253,P21700,0
2349,5253,Q99VQ4,0
